filename,Best solution,Generations,Mutations,Elapsed Time
ga_size48_population5method0.csv,4182,6850,109317,119985
Data
Elapsed time (ms),Generation,Mutations,Best solution0,0,0,2147483647
12,1,12,6097
25,2,30,6054
40,3,44,5512
58,4,62,5512
74,5,74,5512
86,6,90,5512
100,7,106,5512
129,8,124,5512
149,9,140,5512
165,10,156,5512
178,11,170,5512
191,12,186,5301
204,13,200,5301
219,14,216,5301
234,15,232,5301
251,16,252,5301
268,17,268,5293
283,18,286,5288
299,19,304,5288
313,20,320,5288
328,21,338,5288
342,22,352,5288
359,23,372,5102
379,24,392,5102
396,25,408,4926
413,26,424,4926
428,27,440,4926
441,28,454,4926
457,29,474,4926
478,30,492,4926
495,31,510,4926
508,32,522,4926
523,33,540,4926
538,34,554,4926
552,35,570,4926
569,36,588,4926
583,37,602,4926
595,38,616,4926
608,39,630,4926
622,40,644,4926
635,41,658,4926
650,42,676,4926
665,43,692,4926
683,44,712,4926
701,45,732,4926
719,46,752,4926
733,47,764,4926
746,48,780,4926
761,49,794,4926
778,50,812,4926
792,51,824,4926
807,52,840,4926
822,53,860,4926
852,54,876,4926
866,55,888,4926
879,56,904,4926
893,57,918,4926
907,58,936,4660
924,59,952,4660
941,60,970,4660
957,61,986,4660
971,62,1000,4660
984,63,1016,4660
997,64,1026,4660
1011,65,1046,4660
1029,66,1064,4660
1045,67,1080,4660
1062,68,1098,4660
1074,69,1108,4660
1086,70,1126,4660
1104,71,1146,4660
1119,72,1162,4660
1135,73,1180,4660
1151,74,1196,4660
1173,75,1216,4660
1192,76,1232,4660
1209,77,1246,4660
1220,78,1258,4660
1228,79,1264,4660
1239,80,1282,4660
1252,81,1296,4660
1266,82,1312,4660
1282,83,1328,4660
1296,84,1342,4660
1309,85,1358,4660
1326,86,1376,4660
1342,87,1394,4660
1359,88,1412,4660
1373,89,1426,4660
1384,90,1438,4660
1399,91,1456,4660
1415,92,1474,4660
1430,93,1490,4660
1445,94,1508,4660
1462,95,1524,4660
1479,96,1542,4660
1498,97,1558,4660
1512,98,1572,4660
1525,99,1586,4660
1539,100,1602,4660
1557,101,1622,4660
1576,102,1638,4660
1589,103,1654,4660
1604,104,1666,4660
1620,105,1682,4660
1636,106,1694,4660
1653,107,1710,4660
1668,108,1722,4660
1680,109,1740,4660
1694,110,1754,4660
1708,111,1770,4660
1720,112,1782,4660
1730,113,1792,4660
1743,114,1808,4660
1755,115,1820,4660
1779,116,1834,4660
1814,117,1852,4660
1845,118,1868,4660
1869,119,1878,4660
1895,120,1894,4660
1926,121,1908,4660
1959,122,1924,4660
1989,123,1938,4660
2020,124,1954,4660
2047,125,1970,4660
2082,126,1990,4660
2119,127,2008,4660
2152,128,2024,4660
2182,129,2040,4660
2210,130,2056,4660
2240,131,2068,4660
2273,132,2088,4660
2300,133,2102,4660
2318,134,2118,4660
2335,135,2134,4660
2351,136,2148,4660
2366,137,2166,4660
2382,138,2186,4660
2400,139,2204,4660
2419,140,2224,4660
2441,141,2242,4660
2457,142,2256,4660
2469,143,2268,4660
2482,144,2284,4660
2497,145,2300,4660
2512,146,2318,4660
2528,147,2332,4660
2542,148,2350,4660
2556,149,2362,4660
2569,150,2380,4660
2584,151,2394,4660
2596,152,2410,4660
2610,153,2422,4660
2624,154,2440,4660
2637,155,2450,4660
2647,156,2462,4660
2661,157,2478,4660
2674,158,2492,4660
2688,159,2510,4660
2706,160,2530,4660
2724,161,2550,4660
2739,162,2562,4660
2754,163,2582,4660
2772,164,2598,4660
2796,165,2612,4660
2809,166,2624,4660
2824,167,2636,4660
2837,168,2650,4660
2848,169,2662,4660
2858,170,2676,4660
2872,171,2692,4660
2888,172,2710,4660
2903,173,2728,4660
2919,174,2744,4660
2932,175,2758,4660
2946,176,2776,4660
2962,177,2792,4660
2976,178,2804,4660
2990,179,2822,4660
3004,180,2838,4660
3019,181,2852,4660
3037,182,2872,4660
3070,183,2890,4660
3103,184,2904,4660
3141,185,2920,4660
3170,186,2934,4660
3203,187,2950,4660
3236,188,2966,4660
